1	47500,20000	53300,43400	-1	907,906	2,2	100,100	3600,3600	0	0	Океанский метеорит
2	8800,19800	14200,42000	-1	1002	20	100	180	0	0	Дерево войны
3	8900,19700	14200,42000	-1	933	1	100	10800	0	0	Медуза
4	25600,17900	27400,27000	-1	911	3	100	1200	0	0	Черепаший корабль
5	34100,18000	36100,27200	-1	922	2	100	300	0	0	Ныряющий моллюск
6	25300,33400	27300,44700	-1	921	3	100	300	0	0	Лунохвостый угорь
7	34200,33300	36000,44300	-1	912	2	100	1200	0	0	Бронированный корабль
8	19400,8600	42400,14900	-1	220	2	100	900	0	0	Пурпурный волшебный куст
9	19400,8600	42400,14900	-1	219	2	100	900	0	0	Синий таинственный куст
10	19400,8600	42400,14900	-1	217	2	100	900	0	0	Красный волшебный куст
11	19400,8600	42400,14900	-1	218	2	100	900	0	0	Засохший волшебный куст
12	19600,46900	14300,53900	-1	220	2	100	900	0	0	Пурпурный волшебный куст
13	19600,46900	14300,53900	-1	219	2	100	900	0	0	Синий таинственный куст
14	19600,46900	14300,53900	-1	217	2	100	900	0	0	Красный волшебный куст
15	19600,46900	14300,53900	-1	218	2	100	900	0	0	Засохший волшебный куст
16	46700,18700	53600,44500	-1	220	2	100	900	0	0	Пурпурный волшебный куст
17	46700,18700	53600,44500	-1	219	2	100	900	0	0	Синий таинственный куст
18	46700,18700	53600,44500	-1	217	2	100	900	0	0	Красный волшебный куст
19	46700,18700	53600,44500	-1	218	2	100	900	0	0	Засохший волшебный куст
20	7300,17400	14400,43500	-1	220	2	100	900	0	0	Пурпурный волшебный куст
21	7300,17400	14400,43500	-1	219	2	100	900	0	0	Синий таинственный куст
22	7300,17400	14400,43500	-1	217	2	100	900	0	0	Красный волшебный куст
23	7300,17400	14400,43500	-1	218	2	100	900	0	0	Засохший волшебный куст
24	7600,8300	14600,14700	-1	220	1	100	900	0	0	Пурпурный волшебный куст
25	7600,8300	14600,14700	-1	219	1	100	900	0	0	Синий таинственный куст
26	7600,8300	14600,14700	-1	217	1	100	900	0	0	Красный волшебный куст
27	7600,8300	14600,14700	-1	218	1	100	900	0	0	Засохший волшебный куст
28	47700,8300	53600,14500	-1	220	1	100	900	0	0	Пурпурный волшебный куст
29	47700,8300	53600,14500	-1	219	1	100	900	0	0	Синий таинственный куст
30	47700,8300	53600,14500	-1	217	1	100	900	0	0	Красный волшебный куст
31	47700,8300	53600,14500	-1	218	1	100	900	0	0	Засохший волшебный куст
32	47500,47500	53600,53900	-1	220	1	100	900	0	0	Пурпурный волшебный куст
33	47500,47500	53600,53900	-1	219	1	100	900	0	0	Синий таинственный куст
34	47500,47500	53600,53900	-1	217	1	100	900	0	0	Красный волшебный куст
35	47500,47500	53600,53900	-1	218	1	100	900	0	0	Засохший волшебный куст
36	7300,47000	14600,53900	-1	220	1	100	900	0	0	Пурпурный волшебный куст
37	7300,47000	14600,53900	-1	219	1	100	900	0	0	Синий таинственный куст
38	7300,47000	14600,53900	-1	217	1	100	900	0	0	Красный волшебный куст
39	7300,47000	14600,53900	-1	218	1	100	900	0	0	Засохший волшебный куст
40	20800,17100	23800,44500	-1	220	1	100	900	0	0	Пурпурный волшебный куст
41	20800,17100	23800,44500	-1	219	1	100	900	0	0	Синий таинственный куст
42	20800,17100	23800,44500	-1	217	1	100	900	0	0	Красный волшебный куст
43	20800,17100	23800,44500	-1	218	1	100	900	0	0	Засохший волшебный куст
44	28600,17400	32700,44600	-1	220	1	100	900	0	0	Пурпурный волшебный куст
45	28600,17400	32700,44600	-1	219	1	100	900	0	0	Синий таинственный куст
46	28600,17400	32700,44600	-1	217	1	100	900	0	0	Красный волшебный куст
47	28600,17400	32700,44600	-1	218	1	100	900	0	0	Засохший волшебный куст
48	37600,17100	40600,44500	-1	220	1	100	900	0	0	Пурпурный волшебный куст
49	37600,17100	40600,44500	-1	219	1	100	900	0	0	Синий таинственный куст
50	37600,17100	40600,44500	-1	217	1	100	900	0	0	Красный волшебный куст
51	37600,17100	40600,44500	-1	218	1	100	900	0	0	Засохший волшебный куст
