[02-27 21:07:05]135,Стрела 01, Character ID:1
[02-27 21:07:05]149,Порох 01, Character ID:1
[02-27 21:07:05]200,Левая гипсовая перчатка, Character ID:1
[02-27 21:07:05]201,Левая перчатка драчуна, Character ID:1
[02-27 21:07:05]202,Левая перчатка мастера, Character ID:1
[02-27 21:07:05]203,Левое зубчатое лезвие, Character ID:1
[02-27 21:07:05]204,Левый астральный клинок, Character ID:1
[02-27 21:07:05]205,Левая тигровая перчатка, Character ID:1
[02-27 21:07:05]206,Левая рука смерти, Character ID:1
[02-27 21:07:05]635,Коралл удара 1 ур., Character ID:2
[02-27 21:07:05]636,Коралл удара 2 ур., Character ID:2
[02-27 21:07:05]637,Коралл удара 3 ур., Character ID:2
[02-27 21:07:05]638,Коралл удара 4 ур. , Character ID:2
[02-27 21:07:05]639,Коралл удара 5 ур. , Character ID:2
[02-27 21:07:05]1124,Каменный торс Хаоса, Character ID:1
[02-27 21:07:05]1125,Каменная рука Хаоса, Character ID:1
[02-27 21:07:05]1126,Каменная нога Хаоса, Character ID:1
[02-27 21:07:05]1127,Коронационный камень Хаоса, Character ID:4
[02-27 21:07:05]1999,Неудавшаяся прическа Ланса 1, Character ID:2
[02-27 21:07:05]2000,Прическа 1, Character ID:2
[02-27 21:07:05]2001,Прическа 2, Character ID:2
[02-27 21:07:05]2002,Прическа 3, Character ID:2
[02-27 21:07:05]2003,Прическа 4, Character ID:2
[02-27 21:07:05]2004,Прическа 5, Character ID:2
[02-27 21:07:05]2005,Прическа 6, Character ID:2
[02-27 21:07:05]2006,Прическа 7, Character ID:2
[02-27 21:07:05]2007,Прическа 8, Character ID:2
[02-27 21:07:05]2008,Порученец, Character ID:2
[02-27 21:07:05]2009,Прическа 1, Character ID:2
[02-27 21:07:05]2010,Прическа 1, Character ID:2
[02-27 21:07:05]2011,Прическа 1, Character ID:2
[02-27 21:07:05]2012,Прическа 1, Character ID:2
[02-27 21:07:05]2013,Прическа 1, Character ID:2
[02-27 21:07:05]2014,Прическа 1, Character ID:2
[02-27 21:07:05]2015,Прическа 2, Character ID:2
